,sent_id,text,Source,Target,Polar_expression,Polarity,Target_matching
2447,CLF#4:11,It is quite a spectacular scene i'll give them that.,,,,,False
2448,CLF#4:12,The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,,,distraction,Negative,False
2449,CLF#4:13,"How this place survives the competitive west village market in this economy, or any other for that matter, is beyond me.",,,,,False
2450,BHD#4:0,Great Hot Dogs!,,Hot Dogs!,Great,Positive,True
2451,BHD#4:1,I've made the trip out here a few times with a friend who lives nearby (I live on UWS).,,,,,False
2452,BHD#4:2,"Though it's been crowded most times I've gone here, Bark always delivers on their food.",,,,,False
2453,BHD#4:3,"The hot dogs are top notch, and they're Slamwich is amazing!",,they're Slamwich,amazing!,Positive,True
2454,BHD#4:3,"The hot dogs are top notch, and they're Slamwich is amazing!",,The hot dogs,"top notch,",Positive,True
2455,BHD#4:4,"Going to Bark is always worth the train ride, and will make your tongue and belly very happy!",,,very happy!,Positive,False
2456,BHD#4:5,Only complaint is the pricing--I believe it would be more reasonable to pay a dollar less on each item listed on the menu.,,,,,False
2457,BHD#4:6,"But nonetheless--great spot, great food.",,,,,False
2458,BFC#7:0,Fabulous food - if the front of house staff don't put you off –,,food,Fabulous,Positive,True
2459,BFC#7:0,Fabulous food - if the front of house staff don't put you off –,,,–,Positive,False
2460,BFC#7:1,We live nearby BFC.,We,,live nearby BFC.,Positive,False
2461,BFC#7:2,"It's a little out of our price range for dining there except on special occasions, but we've eaten there 6 times in the last 2 years.",,,,,False
2462,BFC#7:3,"Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return.",I,,would never return.,Negative,False
2463,BFC#7:3,"Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return.",,,fantastic,Positive,False
2464,BFC#7:4,"As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!",,,over an hour later!,Negative,False
2465,BFC#7:5,The frizzy retro girl (with winged/ Dame Edna glasses) will yell at you if you try to order a drink.,,,,,False
2466,BFC#7:6,"I was almost amused by the fact that she was turning away customers at 9pm on a Friday night because she ""had a BBQ to go to"" that night - WTF??",I,,amused,Negative,False
2467,BFC#7:7,I'd be horrified if my staff were turning away customers so early and so rudely!,,,,,False
2468,BFC#7:8,"There's another girl who I can't describe, she is about 5'6"" with brown hair, who eavesdrops on your conversation and chimes in - except she only hears the last part of what you said, so her uninvited opinions are often out of context and nothing to do with what you're *really* talking about.",,,,,False
2469,BFC#7:9,"I'm a friendly person, so I wouldn't mind had she not been so nasty and gotten so personal.",,"person,",friendly,Positive,False
2470,BFC#7:10,"Again, I'd be super upset if that were my employee.",,,,,False
2471,BFC#7:11,"Considering you will spend at least $60 a head, I expect better service.",,,,,False
2472,BFC#7:12,"So, if you're walking by and thinking about dining, you might want to see who's going to be seating you first...",,,,,False
2473,ADLT#6:0,"Maitre-D-""Eat and get out""",,,"out""",Positive,False
2474,ADLT#6:0,"Maitre-D-""Eat and get out""",,,"Maitre-D-""Eat",Positive,False
2475,ADLT#6:1,My family ate here last weekend.,,,,,False
2476,ADLT#6:2,"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",,the maitre-D,arrogant.,Positive,True
2477,ADLT#6:2,"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",,the maitre-D,incredibly unwelcoming,Positive,True
2478,ADLT#6:2,"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",,The food,"fine,",Positive,True
2479,ADLT#6:2,"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",,service,"fine,",Positive,True
2480,ADLT#6:3,"While finishing our meals which included a high-end bottle of wine, our son's fiance joined us for a glass of wine and dessert.",,,,,False
2481,ADLT#6:4,"This guy refused to seat her and she left, followed shortly by the four of us, but not before I told him that in my 40 years of world travel, including Paris, that I had never seen such a display of bad behavior by a frontman in a restaurant.",I,,never seen,Negative,False
2482,ADLT#6:5,"His response was smug, arrogant, and condescending, totally consistent with his deportment on display all evening.",,His response,"condescending, totally consistent",Positive,False
2483,ADLT#6:5,"His response was smug, arrogant, and condescending, totally consistent with his deportment on display all evening.",,His response,"smug, arrogant,",Positive,False
2484,ADLT#6:6,"A word to the wise: you can't dine here and disturb the maitre-D's sense of "" table turnover"", as whacked as it is, or else.",,,,,False
2485,ADLT#6:7,"If you go here, do it on his off-night.",,,,,False
2486,NP#9:0,Best meal in a long time!,,,long time!,Positive,False
2487,NP#9:0,Best meal in a long time!,,meal,Best,Positive,True
2488,NP#9:1,Mussles and calamari were superb Saturday evening.,,Mussles,superb Saturday evening.,Positive,True
2489,NP#9:1,Mussles and calamari were superb Saturday evening.,,calamari,superb Saturday evening.,Positive,True
2490,NP#9:2,I had the Lamb special which was perfect.,,,,,False
2491,NP#9:3,"My father had the flank steak which was very good, and my mother had the swordfish.",,the flank steak,"very good,",Positive,True
2492,TFS#2:0,The Four Seasons restaurant is a great experience.,,The Four Seasons restaurant,great experience.,Positive,True
2493,TFS#2:1,The food is great and the environment is even better.,,The food,great,Positive,True
2494,TFS#2:1,The food is great and the environment is even better.,,the environment,even better.,Negative,True
2495,TFS#2:2,Everyone must come here at least once.,,,come,Positive,False
2496,TFS#2:3,Highly recommend it!,,,recommend,Positive,False
2497,BHD#8:0,Taking Hot Dogs to the next level,,,,,False
2498,BHD#8:1,"At first glance this place seems a bit pricey for a hot dog joint, but at Bark you don't just get your average hot dog.",,,,,False
2499,BHD#8:2,Here the hot dog is elevated to the level of a real entree with numerous variations available.,,,level of a real,Positive,False
2500,P#3:0,Great Atmosphere,,Atmosphere,Great,Positive,True
2501,P#3:1,Went to this place this place on a real cold night and needed a quick meal.,,,,,False
2502,P#3:2,"I highly recommend the fish tacos, everything else was ok.",I,,recommend,Positive,False
2503,P#3:3,"Cool atmosphere, the fire place in the back really ads to it but needs a bit more heat throughout on a cold night.",,,,,False
2504,CLF#8:0,Poor service and management,,service,Poor,Positive,True
2505,CLF#8:0,Poor service and management,,management,Poor,Positive,True
2506,CLF#8:1,Don’t go to this place!,,,,,False
2507,CLF#8:2,Had an awful experience at Casa la Femme on a Saturday dinner.,,,,,False
2508,CLF#8:3,Appetizers took nearly an hour.,,,,,False
2509,CLF#8:4,When the main course finally arrived (another 45mins) half of our order was missing.,,,,,False
2510,CLF#8:5,Never got an explanation as to what was going on.,,,,,False
2511,CLF#8:6,The manager was rude and handled the situation extremely poorly.,,The manager,rude,Positive,True
2512,CLF#8:6,The manager was rude and handled the situation extremely poorly.,,the situation,extremely poorly.,Negative,False
2513,CLF#8:7,"When we threatened to leave, we were offered a meager discount even though half the order was missing.",,,,,False
2514,CLF#8:8,"On the way out, we heard of other guests complaining about similar issues.",,,,,False
2515,CLF#8:9,Can’t believe how an expensive NYC restaurant can be so disrespectful to its clients.,,,,,False
2516,ADLT#11:0,What a hassle!,,,,,False
2517,ADLT#11:1,"The food is very good, but not outstanding.",,The food,"very good,",Negative,True
2518,ADLT#11:1,"The food is very good, but not outstanding.",,The food,not outstanding.,Negative,True
2519,ADLT#11:2,"There is no way it justifies the accolades it receives, the attitude of the staff or the wait for a table.",,,table.,Positive,False
2520,ADLT#11:3,"On our last visit, they skipped over our name on the list, leaving us waiting an extra hour for a table.",,,,,False
2521,ADLT#11:4,"Mistakes happen, but they are usually accompanied by an apology, perhaps even a glass of wine...but not the grunt that we received from the Al Di La staff.",,,,,False
2522,ADLT#11:5,"Without the wait or attitude, I would probably go back, but there are just too many other restaurants in Brooklyn that are as good or better and don't make me jump through hoops.",,just too many other restaurants,there are,Positive,False
2523,ADLT#11:5,"Without the wait or attitude, I would probably go back, but there are just too many other restaurants in Brooklyn that are as good or better and don't make me jump through hoops.",I,,"would probably go back,",Negative,False
2524,WE#1:0,Expensive,,,Expensive,Negative,False
2525,WE#1:1,I went there after hearing how great it was.,,it,great,Positive,False
2526,WE#1:2,Wow.,,,,,False
2527,WE#1:3,"The bread was stale, the salad was overpriced and empty.",,The bread,empty.,Positive,True
2528,WE#1:3,"The bread was stale, the salad was overpriced and empty.",,salad,empty.,Positive,True
2529,WE#1:3,"The bread was stale, the salad was overpriced and empty.",,The bread,overpriced,Positive,True
2530,WE#1:4,"The pasta was well cooked, didn't have enough sauce though or flavor.",,,"cooked,",Positive,False
2531,WE#1:5,I though it was expensive and I prefer Bella Via just blocks away by far.,,it,expensive,Negative,False
2532,FF#6:0,So rude!!!,,,rude!!!,Negative,False
2533,FF#6:1,I went with JWILS.,,,,,False
2534,FF#6:2,Her review is above.,,Her review,above.,Positive,False
2535,FF#6:3,I was one of the people that went for this horrible experience.,,,,,False
2536,FF#6:4,My friend is 100% right in the experience we had.,,,,,False
2537,FF#6:5,The hostess was rude and I got a distinct feeling that they did not want to serve us.,,The hostess,rude,Negative,True
2538,FF#6:6,The only thing that my friend left out is that when we sat down at the bar the bartender disappeared.,,,,,False
2539,FF#6:7,I asked for a menu and the same waitress looked at my like I was insane.,,,,,False
2540,FF#6:8,"I was shocked that my friends wanted to stay after the waitress said, ""can I help you"" and ""how many are in your party.""",,,,,False
2541,FF#6:9,What?,,,,,False
2542,FF#6:10,The three of us standing in front of her should have been an indication of how many of us there were.,,,,,False
